expid,peakid,year,season,nation,leaders,sponsor,success,totmembers,smtmembers,mdeaths,o2used
AMAD92102,AMAD,1992,1,Spain,Jose Goni,Navarra Ama Dablam Expedition 1992,TRUE,7,4,1,FALSE
PUMO92102,PUMO,1992,1,S Korea,Seo Seong-Soo,1992 Korean Pumori Paragliding Expedition,TRUE,6,3,3,FALSE
CHOY92104,CHOY,1992,1,Germany,Eckehard Plaettner,AAVM Cho Oyu Expedition 1992,TRUE,7,1,0,FALSE
EVER92115,EVER,1992,1,Chile,Rodrigo Jordan,Qomolangma Chilean Everest Expedition 1992,TRUE,7,3,0,TRUE
EVER92107,EVER,1992,1,USA,Todd Burleson,Alpine Ascents International (AAI) Everest Expedition 1992,TRUE,15,7,0,TRUE
EVER92109,EVER,1992,1,Chile,Mauricio Purto,CAI Chile Everest Expedition,TRUE,5,1,0,TRUE
EVER92110,EVER,1992,1,USA,Daniel Larson,"Everest 1992 Tibet, The N Ridge",FALSE,10,0,0,TRUE
EVER92102,EVER,1992,1,New Zealand,Rob Hall,New Zealand International Everest Expedition,TRUE,15,9,0,TRUE
EVER92113,EVER,1992,1,Japan,"Motomu Ohmyia, Valeri Khrishchati",Japanese-Kazakh Expedition in Spring 1992,FALSE,14,0,1,TRUE
EVER92103,EVER,1992,1,India,Deepak Kulkarni,Indian Civilian Everest Expedition,FALSE,15,0,2,TRUE
EVER92111,EVER,1992,1,India,Hukam Singh,Indian (ITBP) Mount Everest Expedition 1992,TRUE,15,6,0,TRUE
KANG92101,KANG,1992,1,Mexico,Carlos Carsolio,Mexican Kangchenjunga Expedition,TRUE,6,1,1,FALSE
JANU92102,JANU,1992,1,Slovenia,Vanja Furlan,Slovenian Kumbhakarna 1992,FALSE,3,0,0,TRUE
MAKA92102,MAKA,1992,1,USA,James McEachern,1992 American Makalu Expedition,FALSE,8,0,0,FALSE
KANG92102,KANG,1992,1,Germany,Wolfgang Sinnwell,AAVM Kangchenjunga Expedition 1992,FALSE,7,0,0,TRUE
JANU92101,JANU,1992,1,Canada,Ken Legg,Canadian Kumbhakarna Expedition,TRUE,5,2,0,FALSE
MAKA92101,MAKA,1992,1,UK,Nick Mason,British Makalu Expedition,FALSE,18,0,0,TRUE
EVER92104,EVER,1992,1,Spain,Francisco Soria,Everest 1992 Civilian-Military Expedition,TRUE,18,3,0,TRUE
EVER92105,EVER,1992,1,USSR,Viacheslav Volkov,Everest 1992,TRUE,20,8,0,TRUE
EVER92106,EVER,1992,1,Netherlands,Ronald Naar,Everest 1992,TRUE,14,2,0,TRUE
EVER92116,EVER,1992,1,France,Denis Chatrefou,Ulife 1992 to Everest,FALSE,6,0,0,TRUE
EVER92108,EVER,1992,1,Spain,Albino Quinteiro,Galicia Himalaya Expedition 8000,FALSE,14,0,0,TRUE
EVER92112,EVER,1992,1,UK,Jonathan Pratt,Officially on Chilean permit,TRUE,4,1,0,TRUE
EVER92114,EVER,1992,1,Spain,Cesar Perez de Tudela,Complutense University Everest Expedition,FALSE,8,0,0,TRUE
EVER92117,EVER,1992,1,Germany,Sigi Hupfauer,DAV Summit Club Qomolongna Expedition,FALSE,17,0,0,TRUE
EVER92101,EVER,1992,1,UK,Mike Kefford,British Services Everest Expedition 1992,FALSE,19,0,0,TRUE
DHA192304,DHA1,1992,3,Japan,Ichita Ono,Iwate Alpine Climbing Club Dhaulagiri I Expedition,FALSE,4,0,0,FALSE
DHA192301,DHA1,1992,3,Spain,Jorge Egocheaga,Asturian Dhaulagiri Expedition,FALSE,7,0,0,FALSE
DHA192302,DHA1,1992,3,France,Daniel Blanchi,La Rochelle Climbers in Himalaya - to Dhaulagiri I,FALSE,5,0,0,FALSE
DHA192303,DHA1,1992,3,Spain,Jon Lazkano,Pol-Pol Bergara Dhaulagiri Expedition to Dhaulagiri I,FALSE,4,0,0,FALSE
DHA192305,DHA1,1992,3,Italy,Dino Favretto,Dhaulagiri Expedition Intersectional CAI Opitengium 1992,FALSE,8,0,0,FALSE
TUKU92302,TUKU,1992,3,France,Didier Delahaye,French Tukuche Expedition,FALSE,9,0,0,FALSE
TUKU92301,TUKU,1992,3,UK,Isobel Inglis,British Tukuche Expedition,FALSE,7,0,0,FALSE
PUTH92301,PUTH,1992,3,UK,Andrew Kerr,Summits Scottish-Swiss Putha Hiunchuli Expedition,FALSE,5,0,0,FALSE
SITA92301,SITA,1992,3,France,Jean-Pierre Laurent,Sita Chuchura Expedition,TRUE,7,3,0,FALSE
APIM92301,APIM,1992,3,UK,Robert Brown,TWTCC Expedition to W Nepal,FALSE,5,0,0,FALSE
CHOY91313,CHOY,1991,3,S Korea,Oh In-Hwan,,FALSE,5,0,0,FALSE
ANN192302,ANN1,1992,3,Slovenia,Tone Skarja,Slovenian Annapurna Expedition,FALSE,14,0,0,FALSE
BHRI92301,BHRI,1992,3,France,Bertrand Doligez,French Bhrikuti Expedition,TRUE,14,9,0,FALSE
TILI92302,TILI,1992,3,Italy,Othmar Zingerle,Global Alpine Tilicho Expedition,FALSE,7,0,0,FALSE
TILI92301,TILI,1992,3,Italy,Francesco Santon,International Tilicho Expedition,FALSE,14,0,2,FALSE
ANN192301,ANN1,1992,3,France,Pierre Beghin,French S Face Annapurna Expedition,FALSE,5,0,1,FALSE
MANN92302,MANN,1992,3,France,Claude Rey,French Manaslu N Expedition,FALSE,9,0,0,FALSE
MANA92303,MANA,1992,3,Poland,Krzysztof Wielicki,International Expedition to Manaslu 1992,TRUE,13,3,2,FALSE
MANA92301,MANA,1992,3,S Korea,Park Tae-Kyu,1992 Cho Sun University Club Manaslu Expedition,FALSE,11,0,0,FALSE
KGUR92301,KGUR,1992,3,Japan,Takashi Arai,Asahikawa Alpine Club Expedition to Kang Guru,TRUE,5,4,0,FALSE
MANA92302,MANA,1992,3,Canada,Michael Galbraith,Canadian Manaslu Expedition,FALSE,6,0,0,FALSE
HIML92301,HIML,1992,3,Japan,Yukio Niwa,Himlung Himal Expedition of Acadamic Alpine Club of Hokkaido,TRUE,11,4,0,FALSE
NEMJ92301,NEMJ,1992,3,UK,Peter Hudd,British Peri Himal Expedition to Himlung,FALSE,6,0,0,FALSE
CHOY92306,CHOY,1992,3,Slovenia,Franc Urh,Slovenia Expedition Cho Oyu,TRUE,6,5,0,FALSE
CHOY92303,CHOY,1992,3,Spain,Gregorio Ariz,Basque Expedition Cho Oyu 1992,TRUE,11,5,0,FALSE
CHOY92305,CHOY,1992,3,Spain,Mariano Lopez,Cho Oyu Expedition 1992 of Pyrenees Mountain Club,TRUE,8,1,0,TRUE
CHOY92304,CHOY,1992,3,Italy,Giovanni Santambrogio,Italian Expedition Cho Oyu,TRUE,8,2,0,FALSE
CHOY92307,CHOY,1992,3,France,Laurent Davenas,French Cho Oyu (Autumn 1992),FALSE,9,0,0,FALSE
CHOY92301,CHOY,1992,3,Spain,Joan Colet,Catalan Cho Oyu Expedition,TRUE,7,1,0,FALSE
CHOY92308,CHOY,1992,3,S Korea,Kim Kwan-Jun,Korean Cho Oyu Expedition in Tibet China 1992,TRUE,8,2,0,FALSE
CHOY92302,CHOY,1992,3,Japan,Hideki Yatsuhashi,Kathmandu Club Cho Oyu-Xixabangma Expedition,TRUE,15,12,0,TRUE
CHOL92301,CHOL,1992,3,New Zealand,Martin Hunter,1992 New Zealand Cholatse Expedition,TRUE,5,4,0,FALSE
AMAD92302,AMAD,1992,3,Australia,Richard Howes,Ama Dablam Lagunak Ridge Canadian-Australian Expedition,TRUE,4,4,0,FALSE
AMAD92309,AMAD,1992,3,UK,Henry Todd,Ama Dablam 1992,TRUE,12,8,0,FALSE
AMAD92305,AMAD,1992,3,USA,Peter Athans,American Ama Dablam Expedition,TRUE,14,4,0,FALSE
AMAD92307,AMAD,1992,3,France,Daniel Petraud,Allibert Ama Dablam 1992,TRUE,12,5,0,FALSE
AMAD92308,AMAD,1992,3,Spain,Lluis Giner,Catalonian Ama Dablam Expedition,TRUE,9,6,0,FALSE
AMAD92306,AMAD,1992,3,France,Jean-Noel Roche,Ama Dablam,TRUE,11,5,1,FALSE
AMAD92303,AMAD,1992,3,Italy,Renzo Turri,Italian Ama Dablam,FALSE,2,0,0,FALSE
AMAD92301,AMAD,1992,3,UK,Malcolm Duff,Ascent Ama Dablam Expedition,FALSE,8,0,0,FALSE
AMAD92304,AMAD,1992,3,Switzerland,Beat Baumann,Swiss Ama Dablam Expedition,FALSE,3,0,0,FALSE
AMAD92310,AMAD,1992,3,France,Laurent Terray,French Ama Dablam Expedition,TRUE,4,1,0,FALSE
PUMO92306,PUMO,1992,3,Switzerland,Norbert Joos,Swiss Pumori Expedition,TRUE,10,5,0,FALSE
PUMO92308,PUMO,1992,3,France,Michel Richard,French Pumori Expedition,TRUE,8,1,0,FALSE
PUMO92305,PUMO,1992,3,USA,Scott Hartl,Capital District Pumori Expedition,TRUE,7,2,0,FALSE
PUMO92307,PUMO,1992,3,Switzerland,Olivier Roduit,Swiss Pumori Expedition 1992,TRUE,5,5,0,FALSE
PUMO92303,PUMO,1992,3,Canada,Stephen Adamson,Canadian Pumori Expedition,FALSE,14,0,0,FALSE
PUMO92304,PUMO,1992,3,Netherlands,Anne Christian van Koningsbrugge,First Dutch Pumori Expedition 1992,FALSE,8,0,0,FALSE
PUMO92301,PUMO,1992,3,Germany,Christian Fuetterer,German Pumori Expedition,FALSE,4,0,0,FALSE
PUMO92302,PUMO,1992,3,S Korea,Lee Jae-Won,1992 Moiwoori Pumori Expedition,FALSE,7,0,1,FALSE
EVER92301,EVER,1992,3,Taiwan,Gau Ming-Ho,Taipei Everest Expedition,FALSE,4,0,0,TRUE
EVER92304,EVER,1992,3,Switzerland,Aldo Verzaroli,,FALSE,10,0,0,FALSE
EVER92302,EVER,1992,3,Italy,Augusto Zanotti,,FALSE,12,0,0,FALSE
EVER92305,EVER,1992,3,USA,Douglas Hansen,Utahns on Everest,FALSE,5,0,0,FALSE
EVER92311,EVER,1992,3,Lithuania,Alex Bertulis,First International Lithuanian Mt. Everest Expedition,FALSE,20,0,0,TRUE
MAKA92302,MAKA,1992,3,France,Annie Beghin,French Makalu Expedition,FALSE,3,0,0,FALSE
MAKA92301,MAKA,1992,3,Japan,Sadao Okada,Snow Leopard Makalu Expedition,FALSE,4,0,0,TRUE
MAK292302,MAK2,1992,3,Japan,Shuichi Kaneko,Makalu II Expedition of Japan,TRUE,2,2,0,FALSE
MAK292303,MAK2,1992,3,UK,Sandy Allan,1992 International Makalu II Expedition (OTT),FALSE,13,0,2,FALSE
MAKA92303,MAKA,1992,3,Switzerland,Karl Kobler,Swiss Makalu Expedition,FALSE,12,0,0,FALSE
BARU92302,BARU,1992,3,Germany,Hannes Neuwirth,DAV Summit Club Baruntse Expedition,TRUE,13,9,0,FALSE
BARU92301,BARU,1992,3,France,Michel Zalio,Baruntse 1992,TRUE,9,5,0,FALSE
MAK292301,MAK2,1992,3,Spain,Josa Ramon Aguirre,Grierri Kangchungtse Expedition,TRUE,6,3,0,FALSE
CHAM92301,CHAM,1992,3,France,Laurent Hallier,Chamlang 1992,FALSE,3,0,0,FALSE
JANU92301,JANU,1992,3,Switzerland,Hans Rauner,Swiss Jannu Expedition,FALSE,4,0,0,FALSE
MAKA92304,MAKA,1992,3,Spain,Juan Jose Rodriguez,Spanish Makalu 1992,FALSE,4,0,0,FALSE
EVER92309,EVER,1992,3,France,Bernard Muller,Stages and Expeditions to Everest,TRUE,5,1,0,TRUE
EVER92314,EVER,1992,3,Nepal,Iman Gurung,Twenty Hours Everest Expedition,FALSE,1,0,0,FALSE
EVER92308,EVER,1992,3,France,Michel Vincent,French International Everest Expedition,TRUE,9,2,0,TRUE
EVER92307,EVER,1992,3,USA,"Sergio Fitch Watkins, Wally Berg",Everest International Expedition 1992,TRUE,15,3,0,TRUE
EVER92306,EVER,1992,3,Germany,Ralf Dujmovits,Amical Alpin Everest Expedition 1992,TRUE,11,1,0,TRUE
EVER92310,EVER,1992,3,Italy,Agostino Da Polenza,Mountain Equipe Expedition to Everest,TRUE,20,8,0,TRUE
EVER92313,EVER,1992,3,France,Michel Pelle,Terres d'Adventure Everest 1992,TRUE,27,5,0,TRUE
EVER92303,EVER,1992,3,Spain,Pedro Tous,3 Spanish Groups of Friends to Everest,TRUE,10,8,0,TRUE
EVER92312,EVER,1992,3,Ukraine,Mikhail Turkevich,French-Russian-Ukrainian Everest S Face 1992 Autumn,FALSE,16,0,0,TRUE
AMAD92401,AMAD,1992,4,Switzerland,Franco Dellatorre,Swiss Ama Dablam Expedition,TRUE,5,1,0,FALSE
CHOY92401,CHOY,1992,4,Spain,Manuel Gonzalez Diaz,1993 Cho Oyu San Pedro Alcantara,TRUE,8,7,0,FALSE
EVER92402,EVER,1992,4,Spain,Fernando Garrido,Solo Winter Oxygen Everest,FALSE,1,0,0,FALSE
AMAD92403,AMAD,1992,4,S Korea,Cha Jae-Woo,1992 Korean Winter Ama Dablam Expedition,TRUE,7,2,0,FALSE
PUMO92401,PUMO,1992,4,Japan,Shinji Sasaoka,San Shi Sumei Pumori Expedition,FALSE,1,0,0,FALSE
AMAD92402,AMAD,1992,4,Belgium,Alain Hubert,Belgian Ama Dablam Expedition,TRUE,6,3,0,FALSE
AMAD92404,AMAD,1992,4,S Korea,Chun Byung-Tai,Joyful Expedition to Ama Dablam,TRUE,9,6,0,FALSE
AMAD92405,AMAD,1992,4,Japan,Yoshiki Sasahara,Kamoshika Club Ama Dablam Expedition,TRUE,4,4,0,FALSE
EVER92401,EVER,1992,4,UK,Philip Neame,Darc Star-Territorial Army Everest Campaign,FALSE,19,0,0,TRUE
LANG92401,LANG,1992,4,S Korea,Lee Jong-Ryang,Korean Langtang Lirung Expedition,TRUE,6,1,1,FALSE
DHA193102,DHA1,1993,1,Australia,Zac Zaharias,Australian Army Alpine Association Dhaulagiri Expedition,FALSE,11,0,0,TRUE
DHA193101,DHA1,1993,1,Russia,Sergei Efimov,Russian-British Himalayas Expedition Dhaulagiri 1993,TRUE,10,7,0,TRUE
KGUR93101,KGUR,1993,1,Japan,Kiyoshi Washizu,Kozankai (Club) Kang Guru Expedition 1993,TRUE,5,4,0,FALSE
MANA93101,MANA,1993,1,Austria,Arthur Haid,Tirolean Manaslu Expedition 1993,TRUE,8,3,0,FALSE
ANN193101,ANN1,1993,1,China,Samdrup,China-Tibet Expedition to 14 Mountains of 8000m,TRUE,12,4,0,TRUE
DHA193103,DHA1,1993,1,China,Samdrup,China-Tibet Expedition to 14 Mountains of 8000m,TRUE,12,9,0,TRUE
CHOY93104,CHOY,1993,1,Spain,Gumersindo Ibanez,A Spaniard to Cho Oyu (on Betelu permit),FALSE,1,0,0,FALSE
CHOY93101,CHOY,1993,1,Germany,Peter Guggemos,Cho Oyu Expedition,TRUE,8,1,0,TRUE
CHOY93102,CHOY,1993,1,Spain,Joaquin Betelu,Basque Cho Oyu Expedition,FALSE,8,0,0,TRUE
CHOY93105,CHOY,1993,1,UK,Roger Mear,Himalayan Kingdoms Cho Oyu Expedition,TRUE,7,4,0,FALSE
CHOY93108,CHOY,1993,1,Switzerland,Andre Georges,Expedition 1993 Himalaya-Tibet,TRUE,2,1,0,TRUE
CHOY93110,CHOY,1993,1,Switzerland,Aldo Verzaroli,Swiss Cho Oyu N - Spring 1993 (on Bernardi permit),TRUE,2,2,0,FALSE
GANC93101,GANC,1993,1,UK,Raymond Delaney,British Ganchempo 1993 Expedition,FALSE,7,0,0,FALSE
CHOY93107,CHOY,1993,1,Germany,Ernst Schwarzenlander,Tibet/Cho Oyu Expedition,TRUE,10,4,0,FALSE
CHOY93109,CHOY,1993,1,Switzerland,Peter Stadler,Eiselin Sports Cho Oyu Expedition,TRUE,22,4,0,FALSE
CHOY93103,CHOY,1993,1,Taiwan,Liang Ming-Pen,Taiwanese Cho Oyu N - Spring 1993,TRUE,7,4,0,FALSE
GANC93102,GANC,1993,1,Japan,Daizo Yamamoto,Matsumoto Life & Mount Ganchempo Expedition 1993,TRUE,8,3,0,FALSE
CHOY93106,CHOY,1993,1,Italy,Walter Bernardi,,TRUE,10,3,0,FALSE
EVER93117,EVER,1993,1,Spain,Lluis Belvis Del Rio,Catalan Sagarmatha Cleaning & Climbing Expedition,TRUE,9,2,0,TRUE
EVER93114,EVER,1993,1,Russia,Alexender Volguine,Programma Pikki - to Everest,TRUE,10,4,0,TRUE
EVER93115,EVER,1993,1,UK,"John Barry, Peter Earl",DHL British 40th Anniversary Everest Expedition,TRUE,17,2,0,TRUE
EVER93118,EVER,1993,1,Switzerland,"Gaudenz Bass, Christoph Jezler",Swiss Eiselin Himalayan Expedition,FALSE,8,0,0,TRUE
EVER93116,EVER,1993,1,Lithuania,Vladas Vitkauskas,,TRUE,1,1,0,TRUE
EVER93103,EVER,1993,1,Spain,Josu Feijoo,Alavesa Expedition Everest 1993 (Basque),TRUE,9,3,0,TRUE
EVER93113,EVER,1993,1,Ireland,Dawson Stelfox,First Irish Everest Expedition,TRUE,16,1,0,TRUE
EVER93111,EVER,1993,1,Nepal,Pasang Lhamu Sherpa,Nepali Woman's Everest Expedition,TRUE,4,1,1,TRUE
MAKA93101,MAKA,1993,1,Italy,Oreste Forno,Goggi Sport Makalu Expedition 1993,TRUE,13,4,0,FALSE
MAKA93102,MAKA,1993,1,USA,Jeff Lowe,Makalu W Face/W Pillar Expedition,FALSE,5,0,0,FALSE
PYRM93101,PYRM,1993,1,Japan,"Yoshio Ogata, Harbhajan Singh",Indo-Japanese Pyramid Expedition,TRUE,16,10,0,FALSE
AMAD93102,AMAD,1993,1,Slovenia,Bojan Pockar,Ama Dablam 1993,FALSE,2,0,0,FALSE
PUMO93101,PUMO,1993,1,USA,Hall Wendel,Wendel Pumori Expedition,FALSE,2,0,0,FALSE
AMAD93101,AMAD,1993,1,USA,Scott Fischer,Mountain Madness Ama Dablam Expedition 1993,TRUE,11,2,0,FALSE
KANG93101,KANG,1993,1,Ukraine,"Prajapati Bodhane, Vadim Sviridenko",Kangchenjunga Indo-Ukraine Team 1993,TRUE,20,7,0,TRUE
DHA193303,DHA1,1993,3,Japan,Masakatsu Nakamura,Research Society of Nagano Dhaulagiri I Expedition 1993,TRUE,6,1,0,TRUE
DHA193301,DHA1,1993,3,Japan,Hirotaka Imamura,Yokohama Dhaulagiri I Expedition 1993,TRUE,6,2,0,TRUE
DHA193302,DHA1,1993,3,France,Benoit Chamoux,French-Swiss Team to Dhaulagiri I,TRUE,5,1,0,FALSE
DHA193304,DHA1,1993,3,Belgium,Theo Bollen,Limburg Dhaulagiri Expedition,TRUE,8,1,0,FALSE
DHA193306,DHA1,1993,3,New Zealand,Rob Hall,Hall & Ball Dhaulagiri Expedition,TRUE,3,1,1,TRUE
KJRN93301,KJRN,1993,3,Austria,Franz Kroell,Austrian-German Kanjiroba Expedition,FALSE,5,0,0,FALSE
CHUR93301,CHUR,1993,3,Italy,Adriano Favre,Monte Rosa Guides Expedition 1993 Churen Himal,FALSE,9,0,0,FALSE
DHA193305,DHA1,1993,3,Latvia,Teodors Kirsis,Latvian Expedition Dhaulagiri Lalutk 1993 to Dhaulagiri I,TRUE,10,3,0,FALSE
TRIP93301,TRIP,1993,3,France,Alain Bigey,Kanjiroba Euro 1993 to Tripura Hiunchuli,FALSE,8,0,0,FALSE
CHOY93310,CHOY,1993,3,Japan,Kuniaki Yagihara,Japan Gunma Sagarmantha SW Face Expedition 1993-4,TRUE,13,12,0,TRUE
CHOY93315,CHOY,1993,3,Spain,Manuel De La Matta,Spanish & French to Xixabangma and Cho Oyu,TRUE,3,2,0,FALSE
CHOY93304,CHOY,1993,3,Spain,Josep Maria Maixe,Terragona Team to Cho Oyu and Xixabangma,FALSE,7,0,0,FALSE
CHOY93303,CHOY,1993,3,S Korea,Kang Tae-Sun,1993 Gue Bong Alpine Club Cho Oyu & Xixabangma Expedition,TRUE,10,3,0,FALSE
CHOY93301,CHOY,1993,3,Spain,Antonio Serrano,Cho Oyu 1993,TRUE,5,1,0,FALSE
CHOY93308,CHOY,1993,3,Italy,Arturo Squinobal,Italian Team to Cho Oyu,FALSE,8,0,0,FALSE
CHOY93311,CHOY,1993,3,Spain,Jesus Gomez,Basque Cho Oyu Expedition 1993,TRUE,5,4,0,FALSE
CHOY93312,CHOY,1993,3,Czechoslovakia,Ludek Ondrej,Czech-Spanish Himalaya Expedition Cho Oyu 1993,TRUE,8,1,0,FALSE
CHOY93309,CHOY,1993,3,Spain,Jose Ramon Lasa,Gohierra Cho Oyu Expedition,TRUE,7,1,0,FALSE
CHOY93302,CHOY,1993,3,Spain,Carles Figueras,Catalonia Cho Oyu 1993,TRUE,5,3,0,FALSE
CHOY93306,CHOY,1993,3,Japan,Masami Abe,Tokyo Cho Oyu Expedition,FALSE,3,0,0,FALSE
CHOY93314,CHOY,1993,3,Italy,Marino Giacometti,Everest Skymarathon to Cho Oyu,FALSE,7,0,0,FALSE
CHOY93313,CHOY,1993,3,France,Jean-Pierre Frachon,Atalante Cho Oyu Expedition,TRUE,15,3,0,TRUE
CHOY93307,CHOY,1993,3,Poland,Krzysztof Wielicki,Polish International Expedition to Cho Oyu & Xixabangma,TRUE,8,4,0,FALSE
CHOY93305,CHOY,1993,3,USA,Keith Brown,USA Cho Oyu-Xixabangma Expedition,FALSE,4,0,0,FALSE
ANN193301,ANN1,1993,3,Slovenia,Matjaz Pecovnik,Slovenian Himalayan Expedition to Annapurna I,FALSE,4,0,0,FALSE
ANN193302,ANN1,1993,3,Spain,Oleguer Sune,Catalan Expedition Annapurna 1993,FALSE,9,0,0,FALSE
ROCN93301,ROCN,1993,3,S Korea,Yoo Yee-Sun,1993 Korean-Nepal Roc Noir Joint Expedition,FALSE,8,0,0,FALSE
ANN193303,ANN1,1993,3,Spain,Sebastia Massague,Bombers de Barcelona a L'Annapurna I,FALSE,9,0,0,FALSE
TILI93301,TILI,1993,3,Greece,Stratos Paraskevaidis,Greek Tilicho Expedition,FALSE,11,0,0,FALSE
BHRI93301,BHRI,1993,3,France,Bertrand Brouta,French Allibert Bhrikuti Expedition,FALSE,5,0,0,FALSE
ANN493301,ANN4,1993,3,UK,Robin Roy Hamer,British Annapurna IV Expedition,FALSE,13,0,0,FALSE
MANA93301,MANA,1993,3,Germany,Heinz Schauer,Rosenheimer Manaslu Expedition,FALSE,6,0,0,TRUE
MANA93303,MANA,1993,3,Russia,Valeri Karpenko,Kamchatka Manaslu Expedition,TRUE,8,3,2,TRUE
MANN93301,MANN,1993,3,France,Michel Richard,French Manaslu N Expedition,FALSE,5,0,0,FALSE
MANA93304,MANA,1993,3,Italy,Paolo Paglino,Manaslu Expedition 1993,TRUE,11,1,0,FALSE
MANA93302,MANA,1993,3,Austria,Josef Inhoeger,Gasteiner Manaslu Expedition,TRUE,10,1,0,FALSE
PUMO93303,PUMO,1993,3,USA,Timothy Brill,Nepal Pumori Expedition,TRUE,10,4,1,FALSE
PUMO93302,PUMO,1993,3,Greece,Epaminondas Nikas,Alpine Club of Acharne Pumori Expedition,FALSE,7,0,0,TRUE
PUMO93301,PUMO,1993,3,UK,Henry Todd,British Pumori and Polish International Pumori Expedition,TRUE,14,8,0,FALSE
PUMO93304,PUMO,1993,3,Netherlands,Bart Vos,,TRUE,1,1,0,FALSE
AMAD93301,AMAD,1993,3,Switzerland,Karl Kobler,Swiss Ama Dablam Expedition,FALSE,9,0,0,FALSE
AMAD93310,AMAD,1993,3,Germany,Manfred Zink,Munich Ama Dablam Expedition,TRUE,6,4,0,FALSE
AMAD93307,AMAD,1993,3,USA,Todd Wells,1993 Tennessee Himalaya Expedition,TRUE,2,1,0,FALSE
AMAD93302,AMAD,1993,3,Switzerland,Aldo Verzaroli,Swiss to Ama Dablam,TRUE,3,1,0,FALSE
AMAD93309,AMAD,1993,3,France,Paul Grobel,Terres d'Adventure Ama Dablam Expedition,TRUE,7,5,0,FALSE
AMAD93303,AMAD,1993,3,USA,Douglas Chabot,Montana Himalayan Expedition to Ama Dablam,TRUE,4,3,0,FALSE
AMAD93304,AMAD,1993,3,Germany,Hans Kammerlander,Alpine School South Tirol Ama Dablam Expedition,TRUE,7,4,0,FALSE
AMAD93306,AMAD,1993,3,Venezuela,Marcus Tobia,Venezuela Ama Dablam Expedition,TRUE,8,7,0,FALSE
AMAD93305,AMAD,1993,3,Germany,Anton Dallmair,Landsberg Ama Dablam Expedition,TRUE,8,8,0,FALSE
AMAD93308,AMAD,1993,3,France,Dominique Ripoll,Ama Dablam,TRUE,6,5,0,FALSE
KTEG93301,KTEG,1993,3,Germany,Dieter Elsner,DAV Training Expedition to Kangtega,TRUE,15,12,0,TRUE
BARU93304,BARU,1993,3,USA,Christopher Brown,American Baruntse Expedition,FALSE,4,0,0,FALSE
BARU93301,BARU,1993,3,France,Francis Ginet,Les Compagnons de Mousqueton Baruntse Expedition,TRUE,5,1,0,FALSE
BARU93302,BARU,1993,3,Germany,Ralf Dujmovits,Amical Alpin Baruntse Expedition 1993,TRUE,9,5,0,FALSE
BARU93303,BARU,1993,3,Germany,Joerg Zengerle,German Baruntse E Ridge Expedition,FALSE,4,0,0,FALSE
BARU93305,BARU,1993,3,France,Pierre Brizzi,Azur Adventure Baruntse Expedition,FALSE,8,0,0,FALSE
CHOL93301,CHOL,1993,3,USA,John Climaco,1993 American Cholatse Expedition,TRUE,8,7,0,FALSE
MAKA93304,MAKA,1993,3,Czechoslovakia,Jiri Novak,Makalu International Expedition,FALSE,6,0,0,FALSE
MAKA93302,MAKA,1993,3,Australia,Ian Collins,Chase Manhattan Makalu Expedition,FALSE,7,0,0,FALSE
MAKA93303,MAKA,1993,3,France,Jean Coudray,French Expedition Makalu 1993,FALSE,11,0,0,FALSE
JANU93301,JANU,1993,3,Slovenia,Dusan Debelak,Jannu E Slovenia Expedition 1993,FALSE,3,0,0,FALSE
KANG93301,KANG,1993,3,Switzerland,Erhard Loretan,Swiss Kangchenjunga 1993,FALSE,2,0,0,FALSE
MAKA93301,MAKA,1993,3,Germany,Juergen Knappe,German Makalu Expedition 1993,FALSE,4,0,0,FALSE
MAK293302,MAK2,1993,3,France,Pierre Thevenard,Thevenard French Makalu II Expedition,FALSE,4,0,0,FALSE
MAK293301,MAK2,1993,3,France,Francois Leveque,French Makalu II Expedition,FALSE,5,0,0,FALSE
EVER93307,EVER,1993,3,UK,Jonathan Tinker,OTT (Out There Trekking) Qomolongma Expedition,TRUE,23,2,1,TRUE
EVER93302,EVER,1993,3,S Korea,Lim Hyung-Chil,1993 Kwangju Jeonnam Qomolangma Expedition Korea,TRUE,11,1,0,TRUE
EVER93309,EVER,1993,3,Greece,Konstantinos Tsivelekas,Athenian Alpine Club Everest Expedition,FALSE,7,0,0,FALSE
EVER93308,EVER,1993,3,Spain,Eloy Sanchez,Asturias Everest 1993,FALSE,9,0,0,FALSE
EVER93303,EVER,1993,3,Spain,Juanito Oiarzabal,III Expedition Sportive and Scientific Everest 1993,TRUE,8,1,1,TRUE
CHOL93401,CHOL,1993,4,Australia,Armando Corvini,Australian Mt. Cholatse 1993 W Face Expedition,FALSE,3,0,0,FALSE
LANG93401,LANG,1993,4,Japan,Koichi Ezaki,Federation of Sapporo Alpine Associations Langtang Lirung Expedition,FALSE,8,0,0,FALSE
AMAD93402,AMAD,1993,4,USA,Jim Williams,1993-1994 Winter Ama Dablam Expedition,TRUE,4,4,0,FALSE
GURK93401,GURK,1993,4,S Korea,Chun Young-Ho,1993 Korean Gurkarpo Ri Expedition,FALSE,8,0,0,FALSE
AMAD93404,AMAD,1993,4,Japan,Hiroshi Nakamura,Showa Printing Ama Dablam Expedition 1993-94 Winter,FALSE,4,0,0,FALSE
AMAD93403,AMAD,1993,4,USA,William Crouse,Ama Dablam - Cholatse Expedition,TRUE,7,5,0,FALSE
